50000 200000
7965 24352 9
16939 44571 9
14061 16953 10
4360 33298 9
31248 22382 9
44159 12438 3
6759 11140 10
24015 8048 7
35977 47521 5
6906 40353 9
13039 13428 4
36239 35999 2
39646 8696 8
48983 7729 4
26243 21400 3
43838 3052 8
1783 28078 10
25340 28702 6
22211 48273 3
36633 6082 5
46086 31205 7
25227 25126 2
31131 4968 9
11701 14265 2
44718 25617 8
32638 11213 8
15172 37727 1
1994 2392 7
21977 6289 4
22705 45360 8
45239 10821 4
34545 20134 3
19681 45859 10
10430 4143 4
39776 16346 6
40333 15986 8
16290 2923 3
35013 28768 5
7294 38139 8
22154 29814 3
1112 39634 8
25980 14480 2
23467 3977 2
45606 2742 9
46188 17410 2
8116 40096 10
2919 44423 4
37743 40042 5
43623 17180 7
3945 7809 7
24307 36703 6
40166 8762 7
18000 21727 6
28843 24438 5
36939 43685 8
37033 27499 7
32636 2770 5
41832 40882 3
15584 5714 10
2797 32366 10
39895 8245 8
20075 44613 5
12131 34347 1
1494 34167 9
45722 33338 3
37240 7695 6
7095 43924 1
4633 4367 5
43968 31301 7
15592 2446 5
24651 24046 8
10063 1476 9
46217 36377 6
23023 1019 7
35325 26781 5
22141 17277 1
6343 24301 5
8630 31891 10
33980 5278 10
7871 39815 4
3654 48562 3
39291 41919 9
6950 16433 8
47696 1576 5
13358 10505 5
14120 23668 6
658 13086 10
11833 28252 10
45399 12007 9
10353 9894 5
7923 35098 5
47395 11776 4
19719 20350 5
26849 49964 8
20647 29188 4
21507 7380 6
45828 47591 10
30837 38022 8
17363 31397 7
49356 45137 6
9908 9366 9
33958 36255 6
6091 48766 7
49732 10008 4
449 5901 2
46696 36672 1
22765 28486 1
38302 43181 10
9621 28125 3
46567 3088 10
36836 29314 5
46095 27795 10
42195 36650 10
15340 18694 6
48936 28086 1
44342 4173 2
38701 20244 4
43811 12998 3
9251 45042 9
28470 38491 2
31279 32014 7
29671 46567 8
41860 24166 7
37497 44998 2
13358 12821 3
44093 2676 2
47812 27798 2
15033 30504 1
15896 26736 3
37624 10047 2
6629 38568 5
26701 4726 8
23473 41434 5
28530 28026 10
39901 4141 1
30050 45022 7
4912 13951 3
20324 1867 6
19124 36030 7
49629 35552 4
5007 30978 1
29435 25414 10
8881 4023 3
35195 21374 4
12508 10398 3
14347 19670 8
3483 25043 7
14382 48556 6
23981 1660 5
19115 3587 3
19235 25884 6
13755 44000 3
22002 43608 6
31283 42004 8
45042 35053 5
24221 1623 7
32405 2077 2
45296 20016 3
1447 6174 1
45910 48450 1
12029 49086 10
34628 18258 9
22729 43974 4
7202 579 8
17455 44919 7
18290 21894 6
45565 35806 8
30485 469 5
15865 14082 5
49797 29785 6
44152 32257 7
11906 20903 5
3888 39056 4
37479 45994 3
42434 16004 3
14581 20417 2
20367 6199 2
22900 17802 5
2681 43698 10
20217 10485 7
9363 26578 8
31875 23727 1
20231 21477 7
35480 19103 6
47832 5731 5
22426 19143 5
4395 5538 9
32578 5945 7
42923 5381 4
45393 47741 2
21981 6825 7
26894 42918 10
1381 41810 7
43375 17462 9
5983 46969 9
36616 18086 1
8862 17331 9
36664 37934 6
63 45913 1
36548 772 10
18478 39041 2
43310 18090 7
24135 26750 9
11592 10158 10
26590 7613 7
14470 34635 6
49775 18557 8
31828 45763 10
39935 30572 9
25902 14243 2
36391 14742 1
294 25321 8
30460 15610 2
31617 41391 4
35866 27740 9
46637 22809 6
37361 3623 6
19117 44138 4
20558 40241 9
24964 10120 5
25371 343 4
5261 40876 1
31244 28225 9
16829 45316 7
9509 46603 4
14000 43352 10
21824 41842 6
44329 21263 5
47965 49483 4
49218 14440 2
36348 17498 7
42561 7989 2
36801 4962 7
23407 9753 6
46665 19783 3
27325 37670 3
22321 28275 6
44697 2156 1
36274 10566 1
7244 31693 7
14268 49678 8
34655 32147 1
3884 39917 6
34774 40543 10
311 3457 9
33719 27986 9
13492 21218 2
35236 6802 4
41243 4866 3
33128 44004 8
6762 42039 10
19809 36425 6
17905 6121 7
38186 22144 8
49250 4993 8
32384 1921 1
43280 14106 9
6848 43875 3
49418 24551 1
42756 11354 3
31526 17001 8
42622 40814 5
13085 38482 2
35786 39922 10
18526 41798 7
30190 3100 4
47788 26299 3
36092 35009 5
45283 42718 6
49776 14739 10
19676 20975 6
18965 27042 8
17150 24058 7
43129 11818 2
28865 44585 7
21186 46913 4
44127 40384 7
40811 36629 3
8979 48094 2
5121 1837 2
47229 14730 5
43559 21157 10
17189 13597 1
26880 36220 4
23083 32944 6
23869 27066 9
45691 38036 6
36386 48601 3
15509 4852 10
32353 33042 2
2313 25668 4
46383 19624 4
6065 37813 10
1718 4793 2
10631 44602 5
48871 13409 3
11907 19150 5
17684 7337 7
21285 39046 6
3371 20419 4
16130 2144 6
20266 13166 3
11865 29434 8
12870 25168 10
40777 8894 9
10326 2 6
2422 29559 8
18670 9362 1
8772 49948 6
6177 48732 4
116 8881 7
9473 39867 4
6804 13161 1
939 25738 4
20188 48267 5
20263 43527 1
10658 3369 10
13485 38355 2
2511 12724 7
33762 22523 4
47538 38034 2
15175 40042 9
16268 14521 7
27936 41149 5
41000 40845 8
15173 1527 7
3387 40943 2
2297 38881 8
12098 30877 9
22539 31936 8
17390 26786 1
18383 1387 4
33066 26359 3
2664 5543 3
3837 16469 7
16486 27016 2
9684 34625 9
21479 29157 3
14318 23694 3
30588 15293 2
25854 44547 3
48442 46576 9
8097 3957 4
5780 33292 7
38542 9682 10
23383 34693 5
21603 22495 9
37199 23290 10
44572 21502 2
7251 38355 7
9999 15780 7
39382 24558 10
26655 26711 10
22522 12410 3
16329 15061 7
32675 20022 4
25370 48030 4
48886 41163 5
7112 38602 9
45491 32273 5
35702 9751 4
5479 40066 7
29232 3701 6
1026 31073 9
31682 7907 3
25377 22662 10
16002 44814 7
47896 7959 10
45690 35122 7
43375 4846 6
35118 18623 9
7438 23095 9
22395 4410 3
48564 15079 5
14978 30983 1
10801 33667 5
17163 10583 7
22200 21560 10
38298 14602 2
12087 48440 2
34183 11076 8
42507 33133 7
349 14032 9
46012 38379 3
8528 37230 4
47187 19398 9
49914 42926 5
38295 44636 6
21589 26429 10
6073 21733 9
5057 34458 1
28283 40499 3
16411 1573 7
18384 26020 8
27075 12178 4
16408 45889 3
36364 10436 2
44194 18898 1
20574 45929 1
33692 45200 5
49729 16977 9
22486 42460 3
9624 895 3
11084 29029 8
31714 17051 2
33292 40645 10
27025 5591 1
44698 48773 8
37517 4372 9
11172 40252 3
8144 33219 4
17713 14840 9
10637 10351 6
3512 48357 10
31966 43327 7
49474 29881 10
36412 33436 5
15250 28214 6
23270 45168 1
40923 37184 7
6904 34377 10
4414 35171 3
28058 40321 9
1120 41553 1
33641 2271 10
35019 20481 10
37907 49161 1
12144 22838 10
36158 35927 6
11852 41551 10
4579 25706 6
47180 653 8
16673 45034 8
42998 22851 3
14282 32684 4
17501 3977 1
4692 23741 5
17881 46613 9
30087 21091 1
4355 46995 7
44317 17842 1
48908 19365 5
20611 44924 7
10725 22905 4
26838 17090 3
15359 3319 2
46770 33454 10
8394 17895 5
35445 44312 6
14584 34906 6
44699 42115 6
14378 25397 9
37856 13504 5
44246 26029 10
41557 40997 8
34215 27889 6
13687 7299 7
45948 26955 3
16426 48561 7
40209 19221 6
21694 4455 6
1017 3983 6
30884 44742 10
1809 27919 4
18779 40017 10
42639 44374 8
38467 41427 1
16214 49436 1
49860 29381 8
4243 47626 4
177 40459 9
49780 30826 9
39232 15307 6
42398 36409 10
9498 4637 3
36633 16633 9
27162 38538 5
42447 19747 5
31631 16683 1
2989 25956 8
47374 24422 7
7011 24355 2
13432 42940 6
1207 6723 7
46641 29168 5
31311 21545 2
9813 32000 5
21057 43597 4
3955 24906 10
22064 41392 1
19487 33789 7
8901 23026 7
11560 10426 5
8845 5226 6
32392 26030 8
4434 48427 1
23477 6137 6
47838 15623 9
24907 46820 10
22587 49747 2
19465 30921 6
9560 36009 4
13787 21390 10
28013 22975 9
38526 46051 1
13923 2275 5
38835 41537 7
19235 49152 6
7942 38434 9
48032 26499 5
15197 28495 4
28987 30855 9
17512 7004 4
30558 31005 10
37301 746 8
36596 46288 10
26219 40061 1
1748 40118 2
1544 35403 10
41510 45140 2
17803 10299 8
46592 21178 8
42455 17845 10
20268 19888 10
30510 5161 9
4545 682 4
37741 15780 6
16198 2637 1
14800 18651 9
42039 30025 3
35260 49224 10
36021 36834 1
2323 29414 8
13976 1748 5
11164 2586 7
4924 39922 10
21872 22604 2
40953 29645 2
461 36380 9
20419 19291 4
29717 31025 2
17339 23328 2
33938 33533 5
19928 31705 7
19941 15610 3
13497 20343 9
5010 48137 5
15630 27781 10
36101 41147 3
18262 28981 7
21161 13069 7
48577 14374 2
4891 953 7
4129 5492 4
49223 994 10
7108 26621 1
46382 44342 7
46357 23692 1
15568 29285 10
9880 8010 7
44505 4219 4
25068 47025 3
12986 27720 5
23862 13867 3
44692 19059 3
26872 11107 8
41471 44494 6
7512 18989 6
26055 26085 4
16014 7068 5
46878 41200 10
18034 8872 1
40095 33472 5
44723 29008 7
17409 33620 10
22812 23986 7
28866 22418 3
26518 16711 8
674 48201 3
21700 27873 1
35724 32885 10
13483 25280 2
30473 6764 7
22755 24782 8
25500 28063 7
21379 8596 9
21310 1668 4
23688 23208 10
15302 25326 10
15873 21895 9
41589 39528 9
46189 3185 3
40642 25899 7
9502 35386 2
26667 35942 2
20315 37418 4
24388 27913 8
3658 1478 8
39448 15457 2
9280 34538 9
18714 22175 4
48868 3442 9
19502 45849 3
5834 35072 9
32832 35654 3
4688 42354 4
41679 11473 10
33962 3083 4
17624 8042 9
18976 11393 9
13083 26862 4
16441 37129 10
20392 13450 6
36082 25059 3
6275 39784 8
31957 41548 6
34673 33180 1
17292 46034 5
33607 14672 4
11538 13460 2
11625 7162 4
28722 19587 8
24057 42391 1
12605 4185 5
44211 26438 5
13370 33031 8
47793 977 9
8330 6307 4
44291 31561 3
35437 8034 9
10938 31839 2
23222 34511 5
41487 355 2
36724 13338 5
7205 40357 6
111 40194 1
2883 46338 7
26495 44693 1
34387 31133 10
45521 9075 7
30381 21016 10
42676 47195 4
10959 18942 10
30646 5842 2
27618 10056 6
48242 19255 8
3397 42874 1
28812 24336 8
6906 11554 8
48911 35151 7
20136 5260 9
20810 42306 6
24399 11110 2
48523 43170 3
6742 25814 7
49811 42326 10
33298 43694 7
48812 8606 5
49572 42565 8
36715 35992 1
10847 8100 6
25097 5932 10
609 12041 2
24020 37679 4
25026 20010 3
16531 49651 4
27103 39589 3
1941 20464 6
25795 16008 10
31627 17594 9
25738 42363 4
49541 11530 4
45063 23272 6
8040 46219 5
33955 10963 2
4336 9251 7
19391 28016 9
49127 20839 2
31467 2983 3
46445 18096 7
17285 3508 7
7661 11066 9
17521 10358 5
37154 17280 2
45604 33837 10
35500 6312 1
3681 42285 10
24161 7764 5
43544 3730 5
735 42397 1
9449 35391 2
13505 46125 3
12773 17403 7
8936 24584 2
21407 16566 8
22077 38843 4
7630 18868 10
41225 30935 7
37005 17632 7
29468 1514 9
9261 32024 4
4532 14374 9
30183 48299 2
35284 23297 5
44446 43839 4
5622 49663 5
16226 14202 1
11489 48774 3
30872 6305 4
6249 28891 3
7141 48506 8
1644 28194 1
21464 20687 1
14562 10936 9
26747 19091 2
44219 1174 5
5417 38511 7
31180 2013 9
15796 27744 8
26388 10138 7
20041 29666 1
33487 47057 2
3365 32786 5
5885 21582 1
3185 16398 5
36221 4805 5
6671 26869 5
31154 5223 9
11345 16828 9
16210 10375 3
16146 47738 2
12604 37332 3
13145 20456 7
13878 16975 1
45844 27192 1
32767 12107 5
24727 12299 7
21848 34140 3
43557 34703 7
30674 21772 9
36152 32980 4
26563 40707 6
19014 44098 3
1005 4544 2
6259 17768 3
40496 15564 3
22521 35695 8
31002 6857 10
35542 4587 4
41512 38007 2
3162 1055 1
31224 18020 1
35052 8391 6
11387 33828 7
11389 39547 4
32049 28832 9
24988 31040 8
29458 33898 3
47778 14047 10
20090 5763 3
12335 12779 10
13053 16476 5
9010 48562 7
15804 6256 6
34190 29496 1
36372 23486 9
17480 42008 9
20331 23417 2
45525 30460 4
35904 45018 8
32632 6896 4
24251 8298 7
2005 28668 4
35858 46071 7
23220 13242 5
4057 2167 9
3932 46817 8
4935 25967 4
23692 43320 7
703 36885 8
45257 720 8
33603 3772 5
46545 9152 3
11179 6082 6
14073 23131 3
32740 11949 5
16039 21429 7
40998 13581 5
20856 39299 6
39661 44594 3
37954 8176 10
9707 47897 3
38822 47997 7
18517 16219 5
48173 29470 1
42273 48196 1
14947 39948 8
48725 7437 2
14607 34756 2
3174 21151 2
47733 42421 4
7028 11526 5
2282 2860 4
29851 12187 7
38321 37 2
14853 23806 1
21580 27337 4
22370 20574 4
35651 8511 9
27877 31978 2
43887 857 5
20641 25403 2
39942 5946 3
670 22747 3
48444 41560 3
23227 49126 5
37633 36032 1
20823 7633 2
22426 14433 7
16880 24600 5
17244 38240 2
21010 41393 1
22007 14368 10
43769 20742 4
46056 18940 2
33623 15287 10
17716 24819 6
9061 27808 2
23065 9467 7
46740 28909 9
12428 20165 5
15198 3641 6
15435 32032 7
13208 17210 3
28675 4547 8
8447 15640 6
105 6620 10
44481 2179 7
3943 15779 3
4967 11895 6
16004 29293 2
4269 20045 3
14397 6205 4
5129 6982 4
25477 11779 2
33236 43692 4
12320 23459 7
43013 48147 4
21060 40664 7
45803 17818 10
7063 18851 10
2851 10405 3
40734 43539 9
39166 25036 6
34525 3558 4
7441 25892 10
38301 20109 10
23929 25403 9
37028 10026 5
28969 37189 4
12758 2754 6
3454 4630 5
17144 1584 7
153 46252 1
38634 29648 5
45891 21038 9
29015 36062 8
44803 3493 2
16879 7976 3
29664 30095 3
20118 42356 9
5173 44102 7
29408 4458 5
30011 28214 4
2038 1748 6
25857 28187 1
13917 13787 2
35001 13974 3
39853 17733 6
28569 18475 8
49299 3290 6
16644 22628 3
42700 29682 1
37199 139 9
4661 11636 10
5946 35243 8
12741 8520 9
31343 45071 6
5855 47126 3
17283 42619 10
43365 18788 1
36636 2941 6
35717 21716 9
6592 6389 3
10651 35396 6
34391 41891 4
13920 33494 8
15232 37609 5
39245 17277 8
43565 10374 4
7911 31323 5
9575 28666 1
5468 32572 5
2339 15057 8
27320 29656 9
2231 40205 1
1701 10849 4
22497 12404 1
4464 45359 8
20013 32436 7
33217 19466 9
2332 24282 5
47705 29416 4
21477 30379 8
14193 48169 9
19522 27981 10
35970 31583 10
11243 15797 7
15125 31591 5
23529 11682 1
49328 31913 2
24748 2728 7
35692 47637 2
19681 5029 8
65 4347 10
17434 4748 2
20671 7503 2
20038 6430 7
21308 24326 10
35228 40320 2
30073 18071 1
38960 2056 7
30372 21837 5
10461 29559 10
21949 49269 7
45134 32633 8
4667 35350 2
39597 8299 8
49884 44440 4
31651 26368 3
22319 12043 8
35438 38681 8
13766 34527 1
35009 34506 2
7113 6785 8
36141 36622 8
18721 43833 3
39232 11190 3
11703 46488 3
19895 30032 5
5069 33044 6
33001 11264 4
4680 10655 5
7963 40006 6
20706 21252 2
35643 25542 3
23333 21328 2
6356 10615 2
26721 3310 6
37369 16340 6
13346 16835 1
49429 18762 2
32480 42918 6
20406 96 3
337 17912 10
34194 39002 6
46012 5056 10
37309 13011 10
16645 40711 3
44244 2239 8
20409 45759 7
27361 18535 9
2577 24748 9
15396 721 3
26625 16210 4
12371 14708 3
47965 42760 4
11699 17903 9
1169 45893 2
49065 20525 3
1608 7332 1
44359 6000 10
35715 649 10
9264 46079 6
45024 21330 2
22124 4391 7
40893 47476 4
21811 7939 6
15133 22814 4
36224 16675 5
32289 679 4
17948 36002 7
24015 19583 8
14172 32536 2
14653 45967 10
13452 22101 7
36348 34193 10
41179 13385 4
12175 16828 10
20038 13676 5
3967 16582 4
43195 33848 3
18414 22887 3
15750 22426 9
33026 309 7
20159 49747 9
19627 21218 2
48744 6960 3
30691 1166 7
8152 1633 3
37109 30092 7
21489 37011 2
44544 41601 7
37583 34553 9
36252 27601 3
46287 28818 1
43339 6949 9
20931 14115 4
13680 12050 7
6830 25307 8
13695 26420 5
5612 31889 8
5188 20026 9
14192 49190 1
10241 30066 9
30895 32350 3
13148 9746 7
43849 17559 5
49835 8471 10
46177 23549 4
44949 37661 10
41944 37417 3
23302 919 2
19318 22235 5
12651 10237 5
9113 20116 7
4319 46166 5
35904 40979 4
22061 24503 4
29845 30872 2
11390 8991 1
47188 1090 10
13415 33134 8
32445 2211 1
26845 47859 4
19853 9323 1
24715 23883 1
23537 47505 7
21457 41668 3
19677 28891 10
49670 8269 10
878 25234 7
41194 12992 9
42104 37877 4
11046 7986 5
37493 17761 8
37619 21551 8
19304 19484 2
16539 9822 6
9954 12121 1
27559 39500 2
2885 24927 10
48807 9237 2
38588 30401 4
6679 14883 3
21660 48503 9
39818 21517 3
36534 32382 7
49758 9420 5
17360 3889 10
31441 23289 9
40705 28128 10
29512 45309 5
20559 42627 10
44477 32958 1
8567 42459 10
24470 3699 7
20385 33832 6
10657 47257 6
38886 13079 6
13061 20846 3
30926 10981 5
24438 24339 6
6301 45623 5
49333 36843 1
14209 16030 6
13424 21769 1
17298 2314 5
46032 26438 8
9155 24225 2
40765 47348 3
40770 26950 3
18430 28764 1
22487 49004 8
5521 1013 7
40616 12127 10
10375 1239 1
32751 39453 5
7618 35936 6
49405 43169 2
6769 44121 10
48367 7465 9
47151 46821 5
46282 41672 7
8608 40379 2
10203 41330 5
8397 19056 4
15520 3745 5
46639 40410 5
32544 31835 6
19779 12599 8
22972 7644 1
43522 20916 3
3121 3829 3
10077 39027 4
45576 40909 1
21011 26394 1
48431 33896 1
16147 37162 2
8598 26636 8
4389 17018 3
7087 38898 3
31464 5636 1
3456 3367 3
3172 9084 7
5452 24828 5
42954 8088 9
4462 16810 7
42216 43075 8
6475 15295 9
46726 13548 8
40682 47236 8
19513 20390 3
22886 41415 9
32159 4821 2
11858 21255 2
44125 42670 2
49404 41230 4
19976 45805 6
743 31241 2
120 3571 8
43726 22625 5
49012 24442 1
31869 48116 9
24564 18866 5
18227 29954 6
14597 42372 10
22571 34605 9
22518 38900 7
48547 32515 10
15265 29674 9
9201 24013 2
45593 27267 4
7050 22008 9
12540 10413 2
24538 19460 10
28507 26691 5
8872 24226 10
18636 23644 7
43756 17446 3
45422 2543 9
37044 12242 8
30514 41390 7
28875 41411 5
10533 10914 8
3243 1336 5
38997 5959 1
33164 12921 2
33147 28055 10
45153 39579 8
32832 12949 2
49024 16344 2
26253 46314 3
34082 36764 2
27685 2567 6
21315 14956 7
9872 46072 9
12130 6796 9
1445 6962 10
23192 42512 8
43109 34246 8
43298 25138 7
19147 44605 7
22189 6077 8
38892 16218 3
41804 25734 4
939 32803 1
20007 10086 2
27794 37523 7
22045 30622 5
4932 24669 9
30586 19197 6
28576 9521 2
46828 15022 3
29606 27802 2
46503 14812 1
31522 6973 1
23433 436 2
14825 38885 5
15389 6288 9
33520 3945 7
34194 20410 2
24185 29731 10
45410 34783 1
1096 13129 2
7678 15781 5
35380 12564 2
11772 12998 1
37825 34025 7
36906 33464 10
30973 36660 4
20512 2361 8
36106 20553 10
4489 27568 4
22692 43286 4
15547 35480 3
36924 17463 9
41204 13640 10
24331 43713 10
45826 47737 6
2322 32684 1
1706 31486 8
36457 33189 6
45363 5303 3
7380 10829 6
46956 20130 6
39 4823 10
12474 41589 2
49466 7410 6
45489 34575 6
41892 11823 10
29751 47644 10
24225 44135 2
20456 16744 1
31687 6741 9
46211 16218 9
40944 6590 3
13364 41204 3
26348 48601 6
7358 25561 10
31501 22112 6
43691 1159 1
45998 8901 9
11923 34998 8
43914 45864 6
15070 28826 6
45660 13456 8
16436 36997 5
32737 11792 4
11175 23048 6
36623 7312 9
49214 1833 6
35547 10959 4
47703 28474 1
38232 22389 7
31473 41008 5
37679 30072 8
8347 17150 5
20815 37505 4
49606 42037 6
5350 42225 1
16109 40262 5
12955 18554 4
43405 17258 5
9976 44613 5
32528 43503 5
19573 32480 8
23919 22727 9
29398 43364 5
576 4373 7
8468 20343 8
24384 40015 5
48435 12418 5
18808 33221 1
36477 26591 1
7634 7958 2
12317 41649 2
21614 11961 1
11257 14413 4
2413 19720 4
3359 28857 3
30626 44190 6
35125 35036 10
27621 31121 6
44634 30761 9
49198 12785 5
41402 48082 1
25854 43020 7
8415 40456 1
48724 19595 1
36019 49581 7
10035 43923 4
47964 36505 6
14166 12588 10
2188 42405 4
19153 43453 4
21902 5970 9
11072 47029 4
37552 39864 8
19922 5922 8
38435 24891 10
12340 45167 5
13377 47642 10
37193 48275 4
9219 29723 7
11655 20458 3
23392 5647 8
5098 21028 2
44858 31159 8
21097 42634 5
24233 36332 9
21926 41121 6
29266 21640 1
18409 8470 2
12332 39093 3
32556 44818 7
35565 47262 10
20895 33902 1
19762 25921 10
1426 21563 1
45008 46942 10
45749 22354 4
19993 42015 4
2933 27135 6
44029 2648 3
2292 28969 8
4865 15349 1
19708 17704 7
9299 15443 7
18210 10580 7
33517 15791 9
42567 21257 5
44937 49595 9
24766 5624 5
24897 48355 1
10028 36802 3
28642 6773 8
20289 3289 2
45583 23277 4
10636 42571 6
25111 27572 3
2155 17491 5
1003 19212 9
11288 38040 9
3035 29002 10
32885 46144 9
28942 4469 8
380 31309 3
25201 48243 1
10921 30133 10
41941 778 3
10563 24913 9
13673 39896 1
33608 20414 10
10200 12556 3
5386 49622 4
11818 2388 7
49495 19094 4
14341 45755 4
14990 17548 10
5473 18369 10
35867 10382 8
4878 17058 5
31353 27169 9
7115 42280 7
698 12730 10
46426 395 7
16467 29018 4
24725 3722 7
22671 30150 2
25854 42657 5
22142 27453 3
32759 42585 1
23725 35373 6
44514 22193 4
37891 33714 1
7102 40069 7
9313 26066 2
33305 12542 2
28534 43826 4
4214 43384 8
49116 38985 1
24955 34049 7
5196 5045 9
14270 5885 9
37784 16680 3
48531 12003 3
10520 46035 6
35235 15499 2
44807 42668 8
24109 1941 7
23465 44829 2
29260 32231 8
41031 48599 9
11494 21841 7
16428 45719 6
41549 16440 7
29711 36113 3
44821 49268 6
8568 43166 5
22743 18122 4
18551 46537 10
33719 8577 7
46363 41493 8
31333 35206 7
24964 33045 4
34704 11265 4
16504 4959 5
44941 34721 2
6443 23237 8
7825 36507 7
25054 20228 3
47203 29479 9
31470 26244 2
11936 36335 7
9863 14920 1
46879 28813 5
38010 31542 6
46801 17190 6
35806 35268 6
39370 11227 1
30528 5116 8
49370 47889 1
16710 30293 2
25227 3569 4
38503 14247 2
8419 33445 1
47509 1849 2
16984 10482 6
14466 42401 2
37871 22324 2
16939 20635 6
20823 7155 8
26077 12338 4
41402 8292 2
3719 30675 3
7528 24645 1
10218 8769 8
41692 21144 1
16351 28657 1
18210 19773 1
11689 25376 10
14102 41521 10
12008 34744 5
2987 10548 5
24664 41725 1
34288 20058 9
31179 10865 6
35925 20072 6
15692 10495 8
25222 37657 5
47853 42278 6
6938 37704 7
44733 3395 1
30781 1273 5
49591 45696 2
22988 27822 1
48547 16956 10
14079 4612 3
47779 47612 2
12606 43891 5
25669 533 7
15975 1762 4
21341 4114 7
18629 21438 1
5801 47547 5
5490 40773 10
1957 35150 10
42677 21943 8
11251 10134 6
36180 2586 10
47726 44187 10
44865 34868 10
37553 26609 10
22946 8535 3
4025 45712 7
13535 3365 3
46656 36210 1
5000 2790 1
48778 18483 5
2450 49770 7
18119 4886 3
34494 9667 3
21789 34058 7
7627 13781 10
8312 34543 1
42067 4013 1
30636 31167 5
29350 14513 4
46079 21977 6
40689 6173 6
47199 31293 10
38825 26516 6
19292 20720 10
17163 3548 10
44346 34481 2
21848 28323 2
32812 36356 1
3676 32679 1
37248 14286 10
38883 1605 9
42283 34420 7
3894 5218 3
12975 9305 9
656 31667 4
14565 33113 1
39272 23794 5
44479 24419 9
18190 23524 1
27052 13825 2
10781 2697 6
8181 43025 3
33239 11717 3
8261 44876 3
40859 32632 3
7513 17648 10
34770 30043 6
29033 26467 1
45598 31320 3
44361 44487 4
28343 11763 1
14918 41939 3
38851 133 1
7801 6969 6
9760 33018 6
46503 13935 8
4405 26089 2
15909 22384 10
11414 44602 5
6957 19643 8
32360 6041 1
46129 39908 2
31056 24611 7
4012 43649 7
12832 3800 9
18795 44614 5
36424 4863 2
6041 36818 6
27916 15865 5
14794 41299 6
896 23736 4
37045 12733 6
17838 8313 7
40042 34894 10
24999 24714 4
16724 40021 9
40553 34955 4
48888 46534 7
21816 37557 4
37169 507 10
38387 11287 5
29017 24920 2
30645 19733 2
28413 17880 1
8059 8678 2
25578 45918 6
32388 22506 5
5811 23603 3
7118 5552 4
26482 38136 6
30242 38442 3
42900 12418 5
10639 8239 3
34494 40750 9
10321 10355 6
40401 46023 4
6603 22603 8
43296 46652 7
1178 41906 4
15882 37639 5
9311 11636 9
33948 27050 2
41245 26271 2
12746 36550 3
6902 29125 2
9815 33582 7
30388 33527 3
609 3999 7
40894 36870 6
24222 23401 2
22210 44717 2
8278 44573 1
48951 28111 5
22586 48648 2
11373 14497 1
5093 47843 10
27772 36785 3
42168 25835 1
21800 11114 3
39171 2682 4
20953 27612 10
15211 23126 3
28499 8952 8
4400 44239 6
9266 13340 3
30526 780 4
27273 22461 8
36155 45373 2
40159 13659 3
35037 33625 2
40032 5559 6
46273 49674 10
3913 13479 4
47511 23671 5
31526 9452 5
4094 25618 10
45027 8892 5
3022 27657 10
29761 3744 8
23635 38704 2
35860 26072 1
14884 21955 8
39178 32316 2
18351 25610 8
39971 41667 3
30409 30444 10
39441 4335 10
7086 37312 7
142 4249 2
4248 2041 2
11046 40482 4
5716 12192 3
45098 8857 1
25438 32682 9
7318 16278 10
12347 25286 4
22379 20600 8
15003 41844 1
42334 48611 10
20934 37775 5
46188 70 2
10717 46410 9
23288 36948 7
32589 45239 10
5682 7837 10
45566 5264 9
29426 13257 4
1755 47670 10
20945 27948 3
6424 47466 3
25454 38346 2
36857 24738 1
48824 17481 1
37219 27434 4
16699 5860 6
33340 36960 1
6708 44225 10
12570 1598 10
23864 47111 7
49615 41384 1
31435 3176 3
41440 29508 7
27139 14717 4
35287 24962 2
29146 41652 8
14994 26675 5
15643 31367 9
12295 2172 4
18864 33173 5
48083 11186 5
42040 24685 4
30651 35077 6
41935 521 2
46884 41924 1
38118 16192 4
12365 12899 10
3283 18362 10
24572 28393 10
22435 33606 8
25544 18913 10
22761 40744 5
12561 18344 3
37994 47646 3
32427 1256 10
17381 29707 1
40950 48077 10
10645 40443 6
23589 16719 3
1119 15231 2
48825 9263 7
24278 8777 1
3054 2994 9
36586 32289 8
8360 28006 2
20191 47953 3
43637 21153 1
11794 28798 6
30678 27540 5
38684 14754 1
4894 19166 2
29943 15019 6
761 20009 3
47698 38971 10
18477 27661 5
29999 24254 7
47260 31236 5
14679 48681 9
17990 2517 2
24288 48814 3
12881 15784 1
25884 19016 4
2136 45920 1
25299 16604 9
27009 27974 1
48808 12879 5
14 24757 6
20373 11129 2
39471 25155 3
2808 42965 6
48975 13838 8
27620 739 1
3231 43444 7
39758 18689 2
44118 5820 9
23104 8459 3
41753 2073 10
37203 35230 9
237 9217 3
24601 9551 2
39626 4809 6
31705 43426 5
41511 25508 7
458 22058 8
35596 24398 2
39161 707 1
31398 44630 10
34821 45474 2
2037 9407 9
42519 8626 7
10095 13434 1
18157 39052 4
11955 47200 2
14675 34423 4
41463 47204 8
40506 21136 7
35613 33009 9
23511 35916 7
14292 17874 2
11407 35578 1
45497 8301 10
13330 19053 3
24677 32102 5
31571 10533 9
18981 49121 5
24846 655 9
31873 11679 8
15882 45936 6
5321 13495 1
21303 4315 10
6755 5527 7
21153 43147 2
22056 33097 3
47742 12344 9
29758 46612 4
42581 8432 6
16126 24545 4
14019 27639 4
19594 5852 6
