1000 5000
41 136 7
431 761 6
922 32 3
682 203 8
982 681 5
121 431 8
563 507 3
332 769 7
513 743 7
134 112 2
811 21 3
159 352 9
13 785 4
53 694 6
439 999 10
755 8 7
491 296 5
497 84 7
253 632 3
746 523 3
255 287 2
884 269 4
682 840 7
203 485 2
717 747 9
625 185 4
875 605 3
234 123 3
410 39 5
196 951 3
436 18 10
204 93 1
389 417 9
313 716 4
227 344 7
490 62 9
437 659 1
311 112 5
372 287 6
728 428 4
327 916 1
186 41 1
53 676 6
217 292 8
286 930 10
103 441 3
258 971 8
372 342 5
114 99 1
699 565 3
339 369 6
760 797 10
541 619 6
243 665 5
215 598 7
89 908 2
133 644 10
123 42 10
991 934 4
197 721 8
947 101 2
964 559 10
351 308 8
779 206 9
738 157 1
130 196 7
563 728 5
912 898 9
998 355 6
459 644 2
932 446 2
494 429 9
953 975 9
809 22 3
613 280 3
296 46 10
62 813 4
758 834 7
506 701 9
891 525 2
169 448 9
393 575 7
410 621 5
211 188 1
163 585 4
606 713 1
900 950 9
466 515 9
265 310 4
303 725 5
565 121 3
229 46 9
243 298 1
654 151 5
949 136 5
894 809 1
657 254 4
547 118 1
664 355 10
995 377 6
85 969 9
270 739 3
418 919 10
301 332 1
640 835 1
843 364 4
748 988 5
180 262 1
550 673 10
108 739 7
968 669 5
890 641 10
564 211 8
225 332 5
208 595 7
159 456 4
747 743 7
377 151 8
95 507 3
470 189 3
193 583 8
965 746 3
663 288 1
317 166 3
837 403 10
192 71 3
73 436 4
465 930 7
102 741 9
140 744 1
617 102 7
393 21 2
846 13 1
135 254 2
274 146 10
13 811 1
980 810 2
555 753 6
873 724 2
207 142 8
777 576 8
835 167 5
339 490 3
249 57 9
708 273 9
126 21 1
105 557 5
105 523 7
145 1 4
24 232 7
394 150 6
671 293 4
943 900 7
703 905 2
503 173 2
229 104 5
365 78 10
341 121 6
945 946 2
917 44 10
154 182 7
543 342 10
185 695 7
153 914 5
639 837 5
356 896 2
277 938 8
677 377 5
830 928 2
807 2 3
796 671 3
327 151 7
457 738 8
834 68 2
591 437 5
148 92 6
130 186 7
361 326 8
434 492 7
616 812 6
141 821 4
392 428 9
509 551 9
504 545 9
841 235 7
85 594 7
539 591 4
719 89 4
370 2 4
871 17 6
571 485 3
943 112 1
933 357 6
869 869 3
301 471 3
855 873 9
995 953 7
248 215 4
57 764 3
120 985 3
386 750 1
712 988 7
380 55 2
678 595 2
488 857 10
891 161 1
150 374 3
80 250 2
12 582 7
153 783 3
481 761 3
766 540 5
481 421 6
454 800 1
293 113 3
61 902 1
618 769 3
515 164 1
405 852 7
696 970 8
567 728 5
941 585 9
313 726 4
433 953 3
278 996 2
534 386 3
760 216 7
633 57 4
401 188 9
619 861 2
836 709 8
488 320 7
847 389 3
55 822 6
662 434 4
276 111 2
79 371 10
797 866 6
28 245 5
166 554 2
66 216 10
11 774 5
192 564 4
653 951 1
246 275 2
583 578 1
577 809 8
46 49 6
95 966 5
8 365 5
981 407 9
199 322 7
743 364 3
719 690 2
339 417 9
103 514 3
24 601 7
488 600 1
297 165 3
698 474 2
906 640 2
975 735 4
905 220 3
787 735 3
986 513 9
746 623 9
952 787 6
458 804 3
347 297 6
638 876 7
40 912 7
244 213 10
621 76 3
580 642 8
99 824 1
146 784 5
560 888 2
510 96 8
321 173 5
165 69 5
590 372 6
91 72 3
727 790 8
264 484 5
781 897 8
665 946 3
962 126 10
499 40 6
879 293 7
418 877 10
939 696 3
451 375 9
865 639 6
382 85 7
518 460 5
898 896 1
635 659 1
758 809 4
716 840 9
8 158 2
297 384 3
583 408 2
228 397 8
685 95 6
477 479 9
921 837 8
111 87 3
749 110 7
786 443 4
411 336 2
324 350 10
497 217 8
117 285 8
39 558 3
971 481 3
655 218 6
581 32 10
792 389 1
958 827 6
808 440 8
218 55 4
888 23 7
276 258 3
85 145 2
280 414 2
305 894 8
892 429 9
219 685 5
188 850 1
94 916 7
350 986 5
168 203 6
964 429 8
486 548 3
988 713 7
363 934 10
398 842 1
